event,fighter_1,fighter_2,result,method,round,time
UFC Fight Night: Font vs. Garbrandt,Jack Hermansson,Edmen Shahbazyan,win,U-DEC,3,5:00
UFC Fight Night: Font vs. Garbrandt,Ben Rothwell,Chris Barnett,win,"SUB

      

        Guillotine Choke",2,2:07
UFC Fight Night: Font vs. Garbrandt,Court McGee,Claudio Silva,win,U-DEC,3,5:00
UFC Fight Night: Font vs. Garbrandt,Bruno Silva,Victor Rodriguez,win,"KO/TKO

      

        Punch",1,1:00
UFC Fight Night: Font vs. Garbrandt,Josh Culibao,Shayilan Nuerdanbieke,win,U-DEC,3,5:00
UFC Fight Night: Font vs. Garbrandt,David Dvorak,Juancamilo Ronderos,win,"SUB

      

        Rear Naked Choke",1,2:18
UFC Fight Night: Font vs. Garbrandt,Damir Ismagulov,Rafael Alves,win,U-DEC,3,5:00
UFC 262: Oliveira vs. Chandler,Charles Oliveira,Michael Chandler,win,"KO/TKO

      

        Punch",2,0:19
UFC 262: Oliveira vs. Chandler,Beneil Dariush,Tony Ferguson,win,U-DEC,3,5:00
UFC 262: Oliveira vs. Chandler,Matt Schnell,Rogerio Bontorin,nc,Overturned,3,5:00
UFC 262: Oliveira vs. Chandler,Katlyn Cerminara,Viviane Araujo,win,U-DEC,3,5:00
UFC 262: Oliveira vs. Chandler,Edson Barboza,Shane Burgos,win,"KO/TKO

      

        Punch",3,1:16
UFC 262: Oliveira vs. Chandler,Andre Muniz,Jacare Souza,win,"SUB

      

        Armbar",1,3:59
UFC 262: Oliveira vs. Chandler,Lando Vannata,Mike Grundy,win,S-DEC,3,5:00
UFC 262: Oliveira vs. Chandler,Jordan Wright,Jamie Pickett,win,"KO/TKO

      

        Knee",1,1:04
UFC 262: Oliveira vs. Chandler,Andrea Lee,Antonina Shevchenko,win,"SUB

      

        Triangle Armbar",2,4:52
UFC 262: Oliveira vs. Chandler,Priscila Cachoeira,Gina Mazany,win,"KO/TKO

      

        Punches",2,4:51
UFC 262: Oliveira vs. Chandler,Tucker Lutz,Kevin Aguilar,win,U-DEC,3,5:00
UFC 262: Oliveira vs. Chandler,Christos Giagos,Sean Soriano,win,"SUB

      

        D'Arce Choke",2,0:59
UFC Fight Night: Rodriguez vs. Waterson,Marina Rodriguez,Michelle Waterson-Gomez,win,U-DEC,5,5:00
UFC Fight Night: Rodriguez vs. Waterson,Alex Morono,Donald Cerrone,win,"KO/TKO

      

        Punches",1,4:40
UFC Fight Night: Rodriguez vs. Waterson,Neil Magny,Geoff Neal,win,U-DEC,3,5:00
UFC Fight Night: Rodriguez vs. Waterson,Marcos Rogerio de Lima,Maurice Greene,win,U-DEC,3,5:00
UFC Fight Night: Rodriguez vs. Waterson,Gregor Gillespie,Diego Ferreira,win,"KO/TKO

      

        Punches",2,4:51
UFC Fight Night: Rodriguez vs. Waterson,Phil Hawes,Kyle Daukaus,win,U-DEC,3,5:00
UFC Fight Night: Rodriguez vs. Waterson,Michael Trizano,Ludovit Klein,win,U-DEC,3,5:00
UFC Fight Night: Rodriguez vs. Waterson,JunYong Park,Tafon Nchukwi,win,M-DEC,3,5:00
UFC Fight Night: Rodriguez vs. Waterson,Carlston Harris,Christian Aguilera,win,"SUB

      

        Anaconda Choke",1,2:52
UFC Fight Night: Reyes vs. Prochazka,Jiri Prochazka,Dominick Reyes,win,"KO/TKO

      

        Spinning Back Elbow",2,4:29
UFC Fight Night: Reyes vs. Prochazka,Giga Chikadze,Cub Swanson,win,"KO/TKO

      

        Kick",1,1:03
UFC Fight Night: Reyes vs. Prochazka,Ion Cutelaba,Dustin Jacoby,draw,S-DEC,3,5:00
UFC Fight Night: Reyes vs. Prochazka,Sean Strickland,Krzysztof Jotko,win,U-DEC,3,5:00
UFC Fight Night: Reyes vs. Prochazka,Merab Dvalishvili,Cody Stamann,win,U-DEC,3,5:00
UFC Fight Night: Reyes vs. Prochazka,Luana Pinheiro,Randa Markos,win,DQ,1,4:16
UFC Fight Night: Reyes vs. Prochazka,TJ Brown,Kai Kamaka,win,S-DEC,3,5:00
UFC Fight Night: Reyes vs. Prochazka,Luana Carolina,Poliana Botelho,win,S-DEC,3,5:00
UFC Fight Night: Reyes vs. Prochazka,Loma Lookboonmee,Sam Hughes,win,U-DEC,3,5:00
UFC Fight Night: Reyes vs. Prochazka,Andreas Michailidis,KB Bhullar,win,U-DEC,3,5:00
UFC Fight Night: Reyes vs. Prochazka,Felipe Colares,Luke Sanders,win,U-DEC,3,5:00
UFC 261: Usman vs. Masvidal 2,Kamaru Usman,Jorge Masvidal,win,"KO/TKO

      

        Punch",2,1:02
UFC 261: Usman vs. Masvidal 2,Rose Namajunas,Zhang Weili,win,"KO/TKO

      

        Kick",1,1:18
UFC 261: Usman vs. Masvidal 2,Valentina Shevchenko,Jessica Andrade,win,"KO/TKO

      

        Elbows",2,3:19
UFC 261: Usman vs. Masvidal 2,Uriah Hall,Chris Weidman,win,KO/TKO,1,0:17
UFC 261: Usman vs. Masvidal 2,Anthony Smith,Jimmy Crute,win,KO/TKO,1,5:00
UFC 261: Usman vs. Masvidal 2,Randy Brown,Alex Oliveira,win,"SUB

      

        Rear Naked Choke",1,2:50
UFC 261: Usman vs. Masvidal 2,Dwight Grant,Stefan Sekulic,win,S-DEC,3,5:00
UFC 261: Usman vs. Masvidal 2,Brendan Allen,Karl Roberson,win,"SUB

      

        Ankle Lock",1,4:55
UFC 261: Usman vs. Masvidal 2,Pat Sabatini,Tristan Connelly,win,U-DEC,3,5:00
UFC 261: Usman vs. Masvidal 2,Batgerel Danaa,Kevin Natividad,win,"KO/TKO

      

        Punch",1,0:50
UFC 261: Usman vs. Masvidal 2,Kazula Vargas,Rongzhu,win,U-DEC,3,5:00
UFC 261: Usman vs. Masvidal 2,Jeff Molina,Aoriqileng,win,U-DEC,3,5:00
UFC 261: Usman vs. Masvidal 2,Ariane Carnelossi,Liang Na,win,"KO/TKO

      

        Punches",2,1:28
UFC Fight Night: Whittaker vs. Gastelum,Robert Whittaker,Kelvin Gastelum,win,U-DEC,5,5:00
UFC Fight Night: Whittaker vs. Gastelum,Andrei Arlovski,Chase Sherman,win,U-DEC,3,5:00
UFC Fight Night: Whittaker vs. Gastelum,Jacob Malkoun,Abdul Razak Alhassan,win,U-DEC,3,5:00
UFC Fight Night: Whittaker vs. Gastelum,Tracy Cortez,Justine Kish,win,S-DEC,3,5:00
UFC Fight Night: Whittaker vs. Gastelum,Luis Pena,Alexander Munoz,win,S-DEC,3,5:00
UFC Fight Night: Whittaker vs. Gastelum,Alexandr Romanov,Juan Espino,win,S-DEC,3,1:05
UFC Fight Night: Whittaker vs. Gastelum,Jessica Penne,Loopy Godinez,win,S-DEC,3,5:00
UFC Fight Night: Whittaker vs. Gastelum,Gerald Meerschaert,Bartosz Fabinski,win,"SUB

      

        Guillotine Choke",1,2:00
UFC Fight Night: Whittaker vs. Gastelum,Austin Hubbard,Dakota Bush,win,U-DEC,3,5:00
UFC Fight Night: Whittaker vs. Gastelum,Tony Gravely,Anthony Birchak,win,"KO/TKO

      

        Punch",2,1:31
UFC Fight Night: Vettori vs. Holland,Marvin Vettori,Kevin Holland,win,U-DEC,5,5:00
UFC Fight Night: Vettori vs. Holland,Arnold Allen,Sodiq Yusuff,win,U-DEC,3,5:00
UFC Fight Night: Vettori vs. Holland,Julian Marquez,Sam Alvey,win,"SUB

      

        Rear Naked Choke",2,2:07
UFC Fight Night: Vettori vs. Holland,Mackenzie Dern,Nina Nunes,win,"SUB

      

        Armbar",1,4:48
UFC Fight Night: Vettori vs. Holland,Daniel Rodriguez,Mike Perry,win,U-DEC,3,5:00
UFC Fight Night: Vettori vs. Holland,Joe Solecki,Jim Miller,win,U-DEC,3,5:00
UFC Fight Night: Vettori vs. Holland,Mateusz Gamrot,Scott Holtzman,win,"KO/TKO

      

        Punches",2,1:22
UFC Fight Night: Vettori vs. Holland,John Makdessi,Ignacio Bahamondes,win,S-DEC,3,5:00
UFC Fight Night: Vettori vs. Holland,Jarjis Danho,Yorgan De Castro,win,"KO/TKO

      

        Punch",1,3:02
UFC Fight Night: Vettori vs. Holland,Jack Shore,Hunter Azure,win,S-DEC,3,5:00
UFC Fight Night: Vettori vs. Holland,Luis Saldana,Jordan Griffin,win,U-DEC,3,5:00
UFC Fight Night: Vettori vs. Holland,Da Woon Jung,William Knight,win,U-DEC,3,5:00
UFC Fight Night: Vettori vs. Holland,Impa Kasanganay,Sasha Palatnikov,win,"SUB

      

        Rear Naked Choke",2,0:26
UFC 260: Miocic vs. Ngannou,Francis Ngannou,Stipe Miocic,win,"KO/TKO

      

        Punch",2,0:52
UFC 260: Miocic vs. Ngannou,Vicente Luque,Tyron Woodley,win,"SUB

      

        D'Arce Choke",1,3:56
UFC 260: Miocic vs. Ngannou,Sean O'Malley,Thomas Almeida,win,"KO/TKO

      

        Punch",3,3:52
UFC 260: Miocic vs. Ngannou,Miranda Maverick,Gillian Robertson,win,U-DEC,3,5:00
UFC 260: Miocic vs. Ngannou,Jamie Mullarkey,Khama Worthy,win,"KO/TKO

      

        Punch",1,0:46
UFC 260: Miocic vs. Ngannou,Alonzo Menifield,Fabio Cherant,win,"SUB

      

        Von Flue Choke",1,1:11
UFC 260: Miocic vs. Ngannou,Abubakar Nurmagomedov,Jared Gooden,win,U-DEC,3,5:00
UFC 260: Miocic vs. Ngannou,Michal Oleksiejczuk,Modestas Bukauskas,win,S-DEC,3,5:00
UFC 260: Miocic vs. Ngannou,Omar Morales,Shane Young,win,U-DEC,3,5:00
UFC 260: Miocic vs. Ngannou,Marc-Andre Barriault,Abu Azaitar,win,"KO/TKO

      

        Punches",3,4:56
UFC Fight Night: Brunson vs. Holland,Derek Brunson,Kevin Holland,win,U-DEC,5,5:00
UFC Fight Night: Brunson vs. Holland,Max Griffin,Song Kenan,win,"KO/TKO

      

        Punch",1,2:20
UFC Fight Night: Brunson vs. Holland,Montserrat Conejo Ruiz,Cheyanne Vlismas,win,U-DEC,3,5:00
UFC Fight Night: Brunson vs. Holland,Adrian Yanez,Gustavo Lopez,win,"KO/TKO

      

        Punch",3,0:27
UFC Fight Night: Brunson vs. Holland,Tai Tuivasa,Harry Hunsucker,win,"KO/TKO

      

        Punches",1,0:49
UFC Fight Night: Brunson vs. Holland,Macy Chiasson,Marion Reneau,win,U-DEC,3,5:00
UFC Fight Night: Brunson vs. Holland,Grant Dawson,Leonardo Santos,win,"KO/TKO

      

        Punches",3,4:59
UFC Fight Night: Brunson vs. Holland,Trevin Giles,Roman Dolidze,win,U-DEC,3,5:00
UFC Fight Night: Brunson vs. Holland,Montel Jackson,Jesse Strader,win,"KO/TKO

      

        Punch",1,1:58
UFC Fight Night: Brunson vs. Holland,Bruno Silva,JP Buys,win,"KO/TKO

      

        Punch",2,2:56
UFC Fight Night: Edwards vs. Muhammad,Leon Edwards,Belal Muhammad,nc,CNC,2,0:18
UFC Fight Night: Edwards vs. Muhammad,Ryan Spann,Misha Cirkunov,win,"KO/TKO

      

        Punches",1,1:11
UFC Fight Night: Edwards vs. Muhammad,Dan Ige,Gavin Tucker,win,"KO/TKO

      

        Punch",1,0:22
UFC Fight Night: Edwards vs. Muhammad,Davey Grant,Jonathan Martinez,win,"KO/TKO

      

        Punch",2,3:03
UFC Fight Night: Edwards vs. Muhammad,Matheus Nicolau,Manel Kape,win,S-DEC,3,5:00
UFC Fight Night: Edwards vs. Muhammad,Eryk Anders,Darren Stewart,nc,CNC,1,4:37
UFC Fight Night: Edwards vs. Muhammad,Angela Hill,Ashley Yoder,win,U-DEC,3,5:00
UFC Fight Night: Edwards vs. Muhammad,Charles Jourdain,Marcelo Rojo,win,"KO/TKO

      

        Punch",3,4:31
UFC Fight Night: Edwards vs. Muhammad,Rani Yahya,Ray Rodriguez,win,"SUB

      

        Arm Triangle",2,3:09
UFC Fight Night: Edwards vs. Muhammad,Nasrat Haqparast,Rafa Garcia,win,U-DEC,3,5:00
UFC Fight Night: Edwards vs. Muhammad,JJ Aldrich,Cortney Casey,win,S-DEC,3,5:00
UFC Fight Night: Edwards vs. Muhammad,Jinh Yu Frey,Gloria de Paula,win,U-DEC,3,5:00
UFC Fight Night: Edwards vs. Muhammad,Matthew Semelsberger,Jason Witt,win,"KO/TKO

      

        Punch",1,0:16
UFC 259: Blachowicz vs. Adesanya,Jan Blachowicz,Israel Adesanya,win,U-DEC,5,5:00
UFC 259: Blachowicz vs. Adesanya,Amanda Nunes,Megan Anderson,win,"SUB

      

        Triangle Armbar",1,2:03
UFC 259: Blachowicz vs. Adesanya,Aljamain Sterling,Petr Yan,win,DQ,4,4:29
UFC 259: Blachowicz vs. Adesanya,Islam Makhachev,Drew Dober,win,"SUB

      

        Arm Triangle",3,1:37
UFC 259: Blachowicz vs. Adesanya,Aleksandar Rakic,Thiago Santos,win,U-DEC,3,5:00
UFC 259: Blachowicz vs. Adesanya,Dominick Cruz,Casey Kenney,win,S-DEC,3,5:00
UFC 259: Blachowicz vs. Adesanya,Kyler Phillips,Song Yadong,win,U-DEC,3,5:00
UFC 259: Blachowicz vs. Adesanya,Askar Askarov,Joseph Benavidez,win,U-DEC,3,5:00
UFC 259: Blachowicz vs. Adesanya,Kai Kara-France,Rogerio Bontorin,win,"KO/TKO

      

        Punch",1,4:55
UFC 259: Blachowicz vs. Adesanya,Tim Elliott,Jordan Espinosa,win,U-DEC,3,5:00
UFC 259: Blachowicz vs. Adesanya,Kennedy Nzechukwu,Carlos Ulberg,win,"KO/TKO

      

        Punch",2,3:19
UFC 259: Blachowicz vs. Adesanya,Sean Brady,Jake Matthews,win,"SUB

      

        Arm Triangle",3,3:28
UFC 259: Blachowicz vs. Adesanya,Amanda Lemos,Livinha Souza,win,"KO/TKO

      

        Punch",1,3:39
UFC 259: Blachowicz vs. Adesanya,Uros Medic,Aalon Cruz,win,"KO/TKO

      

        Punches",1,1:40
UFC 259: Blachowicz vs. Adesanya,Trevin Jones,Mario Bautista,win,"KO/TKO

      

        Punch",2,0:47
UFC Fight Night: Rozenstruik vs. Gane,Ciryl Gane,Jairzinho Rozenstruik,win,U-DEC,5,5:00
UFC Fight Night: Rozenstruik vs. Gane,Magomed Ankalaev,Nikita Krylov,win,U-DEC,3,5:00
UFC Fight Night: Rozenstruik vs. Gane,Montana De La Rosa,Mayra Bueno Silva,draw,M-DEC,3,5:00
UFC Fight Night: Rozenstruik vs. Gane,Pedro Munhoz,Jimmie Rivera,win,U-DEC,3,5:00
UFC Fight Night: Rozenstruik vs. Gane,Alex Caceres,Kevin Croom,win,U-DEC,3,5:00
UFC Fight Night: Rozenstruik vs. Gane,Thiago Moises,Alexander Hernandez,win,U-DEC,3,5:00
UFC Fight Night: Rozenstruik vs. Gane,Alexis Davis,Sabina Mazo,win,U-DEC,3,5:00
UFC Fight Night: Rozenstruik vs. Gane,Ronnie Lawrence,Vince Cachero,win,"KO/TKO

      

        Punches",3,2:38
UFC Fight Night: Rozenstruik vs. Gane,Dustin Jacoby,Maxim Grishin,win,U-DEC,3,5:00
UFC Fight Night: Blaydes vs. Lewis,Derrick Lewis,Curtis Blaydes,win,"KO/TKO

      

        Punch",2,1:26
UFC Fight Night: Blaydes vs. Lewis,Yana Santos,Ketlen Vieira,win,U-DEC,3,5:00
UFC Fight Night: Blaydes vs. Lewis,Darrick Minner,Charles Rosa,win,U-DEC,3,5:00
UFC Fight Night: Blaydes vs. Lewis,Chris Daukaus,Aleksei Oleinik,win,"KO/TKO

      

        Punches",1,1:55
UFC Fight Night: Blaydes vs. Lewis,Phil Hawes,Nassourdine Imavov,win,M-DEC,3,5:00
UFC Fight Night: Blaydes vs. Lewis,Tom Aspinall,Andrei Arlovski,win,"SUB

      

        Rear Naked Choke",2,1:09
UFC Fight Night: Blaydes vs. Lewis,Jared Gordon,Danny Chavez,win,U-DEC,3,5:00
UFC Fight Night: Blaydes vs. Lewis,John Castaneda,Eddie Wineland,win,"KO/TKO

      

        Punches",1,4:44
UFC Fight Night: Blaydes vs. Lewis,Julian Erosa,Nate Landwehr,win,"KO/TKO

      

        Flying Knee",1,0:56
UFC Fight Night: Blaydes vs. Lewis,Casey O'Neill,Shana Dobson,win,"KO/TKO

      

        Punches",2,3:41
UFC Fight Night: Blaydes vs. Lewis,Aiemann Zahabi,Drako Rodriguez,win,"KO/TKO

      

        Punch",1,3:05
UFC Fight Night: Blaydes vs. Lewis,Serghei Spivac,Jared Vanderaa,win,"KO/TKO

      

        Punches",2,4:32
UFC 258: Usman vs. Burns,Kamaru Usman,Gilbert Burns,win,"KO/TKO

      

        Punches",3,0:34
UFC 258: Usman vs. Burns,Alexa Grasso,Maycee Barber,win,U-DEC,3,5:00
UFC 258: Usman vs. Burns,Kelvin Gastelum,Ian Heinisch,win,U-DEC,3,5:00
UFC 258: Usman vs. Burns,Ricky Simon,Brian Kelleher,win,U-DEC,3,5:00
UFC 258: Usman vs. Burns,Julian Marquez,Maki Pitolo,win,"SUB

      

        Anaconda Choke",3,4:17
UFC 258: Usman vs. Burns,Anthony Hernandez,Rodolfo Vieira,win,"SUB

      

        Guillotine Choke",2,1:53
UFC 258: Usman vs. Burns,Belal Muhammad,Dhiego Lima,win,U-DEC,3,5:00
UFC 258: Usman vs. Burns,Polyana Viana,Mallory Martin,win,"SUB

      

        Armbar",1,3:18
UFC 258: Usman vs. Burns,Chris Gutierrez,Andre Ewell,win,U-DEC,3,5:00
UFC 258: Usman vs. Burns,Gabe Green,Phil Rowe,win,U-DEC,3,5:00
UFC Fight Night: Overeem vs. Volkov,Alexander Volkov,Alistair Overeem,win,"KO/TKO

      

        Punch",2,2:06
UFC Fight Night: Overeem vs. Volkov,Cory Sandhagen,Frankie Edgar,win,"KO/TKO

      

        Flying Knee",1,0:28
UFC Fight Night: Overeem vs. Volkov,Clay Guida,Michael Johnson,win,U-DEC,3,5:00
UFC Fight Night: Overeem vs. Volkov,Alexandre Pantoja,Manel Kape,win,U-DEC,3,5:00
UFC Fight Night: Overeem vs. Volkov,Beneil Dariush,Diego Ferreira,win,S-DEC,3,5:00
UFC Fight Night: Overeem vs. Volkov,Danilo Marques,Mike Rodriguez,win,"SUB

      

        Rear Naked Choke",2,4:52
UFC Fight Night: Overeem vs. Volkov,Devonte Smith,Justin Jaynes,win,KO/TKO,2,3:38
UFC Fight Night: Overeem vs. Volkov,Karol Rosa,Joselyne Edwards,win,U-DEC,3,5:00
UFC Fight Night: Overeem vs. Volkov,Lara Procopio,Molly McCann,win,U-DEC,3,5:00
UFC Fight Night: Overeem vs. Volkov,SeungWoo Choi,Youssef Zalal,win,U-DEC,3,5:00
UFC Fight Night: Overeem vs. Volkov,Timur Valiev,Martin Day,win,U-DEC,3,5:00
UFC Fight Night: Overeem vs. Volkov,Ode Osbourne,Jerome Rivera,win,"KO/TKO

      

        Punch",1,0:26
UFC 257: Poirier vs. McGregor,Dustin Poirier,Conor McGregor,win,"KO/TKO

      

        Punches",2,2:32
UFC 257: Poirier vs. McGregor,Michael Chandler,Dan Hooker,win,"KO/TKO

      

        Punch",1,2:30
UFC 257: Poirier vs. McGregor,Joanne Wood,Jessica Eye,win,U-DEC,3,5:00
UFC 257: Poirier vs. McGregor,Makhmud Muradov,Andrew Sanchez,win,"KO/TKO

      

        Punches",3,2:59
UFC 257: Poirier vs. McGregor,Marina Rodriguez,Amanda Ribas,win,"KO/TKO

      

        Punch",2,0:54
UFC 257: Poirier vs. McGregor,Arman Tsarukyan,Matt Frevola,win,U-DEC,3,5:00
UFC 257: Poirier vs. McGregor,Brad Tavares,Antonio Carlos Junior,win,U-DEC,3,5:00
UFC 257: Poirier vs. McGregor,Julianna Pena,Sara McMann,win,"SUB

      

        Rear Naked Choke",3,3:39
UFC 257: Poirier vs. McGregor,Marcin Prachnio,Khalil Rountree Jr.,win,U-DEC,3,5:00
UFC 257: Poirier vs. McGregor,Movsar Evloev,Nik Lentz,win,S-DEC,3,5:00
UFC 257: Poirier vs. McGregor,Amir Albazi,Zhalgas Zhumagulov,win,U-DEC,3,5:00
UFC Fight Night: Chiesa vs. Magny,Michael Chiesa,Neil Magny,win,U-DEC,5,5:00
UFC Fight Night: Chiesa vs. Magny,Warlley Alves,Mounir Lazzez,win,"KO/TKO

      

        Kick",1,2:35
UFC Fight Night: Chiesa vs. Magny,Ike Villanueva,Vinicius Moreira,win,"KO/TKO

      

        Punch",2,0:39
UFC Fight Night: Chiesa vs. Magny,Viviane Araujo,Roxanne Modafferi,win,U-DEC,3,5:00
UFC Fight Night: Chiesa vs. Magny,Matt Schnell,Tyson Nam,win,S-DEC,3,5:00
UFC Fight Night: Chiesa vs. Magny,Lerone Murphy,Douglas Silva de Andrade,win,U-DEC,3,5:00
UFC Fight Night: Chiesa vs. Magny,Omari Akhmedov,Tom Breese,win,"SUB

      

        Arm Triangle",2,1:41
UFC Fight Night: Chiesa vs. Magny,Ricky Simon,Gaetano Pirrello,win,"SUB

      

        Arm Triangle",2,4:00
UFC Fight Night: Chiesa vs. Magny,Sumudaerji,Zarrukh Adashev,win,U-DEC,3,5:00
UFC Fight Night: Chiesa vs. Magny,Dalcha Lungiambula,Markus Perez,win,U-DEC,3,5:00
UFC Fight Night: Chiesa vs. Magny,Francisco Figueiredo,Jerome Rivera,win,U-DEC,3,5:00
UFC Fight Night: Chiesa vs. Magny,Mike Davis,Mason Jones,win,U-DEC,3,5:00
UFC Fight Night: Chiesa vs. Magny,Umar Nurmagomedov,Sergey Morozov,win,"SUB

      

        Rear Naked Choke",2,3:39
UFC Fight Night: Chiesa vs. Magny,Manon Fiorot,Victoria Leonardo,win,"KO/TKO

      

        Punches",2,4:08
UFC Fight Night: Holloway vs. Kattar,Max Holloway,Calvin Kattar,win,U-DEC,5,5:00
UFC Fight Night: Holloway vs. Kattar,Carlos Condit,Matt Brown,win,U-DEC,3,5:00
UFC Fight Night: Holloway vs. Kattar,Li Jingliang,Santiago Ponzinibbio,win,"KO/TKO

      

        Punch",1,4:25
UFC Fight Night: Holloway vs. Kattar,Alessio Di Chirico,Joaquin Buckley,win,"KO/TKO

      

        Kick",1,2:12
UFC Fight Night: Holloway vs. Kattar,Punahele Soriano,Dusko Todorovic,win,"KO/TKO

      

        Punch",1,4:48
UFC Fight Night: Holloway vs. Kattar,Joselyne Edwards,Wu Yanan,win,U-DEC,3,5:00
UFC Fight Night: Holloway vs. Kattar,Carlos Felipe,Justin Tafa,win,S-DEC,3,5:00
UFC Fight Night: Holloway vs. Kattar,Ramazan Emeev,David Zawada,win,S-DEC,3,5:00
UFC Fight Night: Holloway vs. Kattar,Vanessa Melo,Sarah Moras,win,U-DEC,3,5:00
UFC Fight Night: Holloway vs. Kattar,Austin Lingo,Jacob Kilburn,win,U-DEC,3,5:00
UFC Fight Night: Thompson vs. Neal,Stephen Thompson,Geoff Neal,win,U-DEC,5,5:00
UFC Fight Night: Thompson vs. Neal,Jose Aldo,Marlon Vera,win,U-DEC,3,5:00
UFC Fight Night: Thompson vs. Neal,Michel Pereira,Khaos Williams,win,U-DEC,3,5:00
UFC Fight Night: Thompson vs. Neal,Rob Font,Marlon Moraes,win,"KO/TKO

      

        Punches",1,3:47
UFC Fight Night: Thompson vs. Neal,Marcin Tybura,Greg Hardy,win,"KO/TKO

      

        Punches",2,4:31
UFC Fight Night: Thompson vs. Neal,Anthony Pettis,Alex Morono,win,U-DEC,3,5:00
UFC Fight Night: Thompson vs. Neal,Pannie Kianzad,Sijara Eubanks,win,U-DEC,3,5:00
UFC Fight Night: Thompson vs. Neal,Deron Winn,Antonio Arroyo,win,U-DEC,3,5:00
UFC Fight Night: Thompson vs. Neal,Taila Santos,Gillian Robertson,win,U-DEC,3,5:00
UFC Fight Night: Thompson vs. Neal,Tafon Nchukwi,Jamie Pickett,win,U-DEC,3,5:00
UFC Fight Night: Thompson vs. Neal,Jimmy Flick,Cody Durden,win,"SUB

      

        Triangle Choke",1,3:18
UFC Fight Night: Thompson vs. Neal,Christos Giagos,Carlton Minus,win,U-DEC,3,5:00
UFC 256: Figueiredo vs. Moreno,Deiveson Figueiredo,Brandon Moreno,draw,M-DEC,5,5:00
UFC 256: Figueiredo vs. Moreno,Charles Oliveira,Tony Ferguson,win,U-DEC,3,5:00
UFC 256: Figueiredo vs. Moreno,Mackenzie Dern,Virna Jandiroba,win,U-DEC,3,5:00
UFC 256: Figueiredo vs. Moreno,Kevin Holland,Jacare Souza,win,"KO/TKO

      

        Punch",1,1:45
UFC 256: Figueiredo vs. Moreno,Ciryl Gane,Junior Dos Santos,win,"KO/TKO

      

        Elbow",2,2:34
UFC 256: Figueiredo vs. Moreno,Cub Swanson,Daniel Pineda,win,"KO/TKO

      

        Punch",2,1:52
UFC 256: Figueiredo vs. Moreno,Rafael Fiziev,Renato Moicano,win,"KO/TKO

      

        Punch",1,4:05
UFC 256: Figueiredo vs. Moreno,Gavin Tucker,Billy Quarantillo,win,U-DEC,3,5:00
UFC 256: Figueiredo vs. Moreno,Tecia Pennington,Sam Hughes,win,KO/TKO,1,5:00
UFC 256: Figueiredo vs. Moreno,Chase Hooper,Peter Barrett,win,"SUB

      

        Heel Hook",3,3:02
UFC Fight Night: Hermansson vs. Vettori,Marvin Vettori,Jack Hermansson,win,U-DEC,5,5:00
UFC Fight Night: Hermansson vs. Vettori,Jamahal Hill,Ovince Saint Preux,win,"KO/TKO

      

        Punches",2,3:37
UFC Fight Night: Hermansson vs. Vettori,Gabriel Benitez,Justin Jaynes,win,"KO/TKO

      

        Knee",1,4:06
UFC Fight Night: Hermansson vs. Vettori,Roman Dolidze,John Allan,win,S-DEC,3,5:00
UFC Fight Night: Hermansson vs. Vettori,Jordan Leavitt,Matt Wiman,win,"KO/TKO

      

        Slam",1,0:22
UFC Fight Night: Hermansson vs. Vettori,Louis Smolka,Jose Quinonez,win,"KO/TKO

      

        Punches",2,2:15
UFC Fight Night: Hermansson vs. Vettori,Ilia Topuria,Damon Jackson,win,"KO/TKO

      

        Punch",1,2:38
UFC Fight Night: Hermansson vs. Vettori,Jake Collier,Gian Villante,win,U-DEC,3,5:00
UFC Fight Night: Smith vs. Clark,Anthony Smith,Devin Clark,win,"SUB

      

        Triangle Choke",1,2:34
UFC Fight Night: Smith vs. Clark,Miguel Baeza,Takashi Sato,win,"SUB

      

        Arm Triangle",2,4:28
UFC Fight Night: Smith vs. Clark,Parker Porter,Josh Parisian,win,U-DEC,3,5:00
UFC Fight Night: Smith vs. Clark,Bill Algeo,Spike Carlyle,win,U-DEC,3,5:00
UFC Fight Night: Smith vs. Clark,Norma Dumont,Ashlee Evans-Smith,win,U-DEC,3,5:00
