event,date,fighter_1,fighter_2,weight,result,method,round,time
UFC Fight Night: Waterson vs. Hill,"September 12, 2020",Alexandr Romanov,Roque Martinez,Heavyweight,win,"SUB

      

        Arm Triangle",2,4:22
UFC Fight Night: Waterson vs. Hill,"September 12, 2020",Jalin Turner,Brok Weaver,Catch Weight,win,"SUB

      

        Rear Naked Choke",2,4:20
UFC Fight Night: Waterson vs. Hill,"September 12, 2020",Bryan Barberena,Anthony Ivy,Welterweight,win,U-DEC,3,5:00
UFC Fight Night: Waterson vs. Hill,"September 12, 2020",Sabina Mazo,Justine Kish,Women's Flyweight,win,"SUB

      

        Rear Naked Choke",3,3:57
UFC Fight Night: Overeem vs. Sakai,"September 05, 2020",Alistair Overeem,Augusto Sakai,Heavyweight,win,"KO/TKO

      

        Elbows",5,0:26
UFC Fight Night: Overeem vs. Sakai,"September 05, 2020",Ovince Saint Preux,Alonzo Menifield,Light Heavyweight,win,"KO/TKO

      

        Punch",2,4:07
UFC Fight Night: Overeem vs. Sakai,"September 05, 2020",Michel Pereira,Zelim Imadaev,Welterweight,win,"SUB

      

        Rear Naked Choke",3,4:39
UFC Fight Night: Overeem vs. Sakai,"September 05, 2020",Andre Muniz,Bartosz Fabinski,Middleweight,win,"SUB

      

        Armbar",1,2:42
UFC Fight Night: Overeem vs. Sakai,"September 05, 2020",Brian Kelleher,Ray Rodriguez,Featherweight,win,"SUB

      

        Guillotine Choke",1,0:39
UFC Fight Night: Overeem vs. Sakai,"September 05, 2020",Viviane Araujo,Montana De La Rosa,Women's Flyweight,win,U-DEC,3,5:00
UFC Fight Night: Overeem vs. Sakai,"September 05, 2020",Hunter Azure,Cole Smith,Bantamweight,win,U-DEC,3,5:00
UFC Fight Night: Smith vs. Rakic,"August 29, 2020",Aleksandar Rakic,Anthony Smith,Light Heavyweight,win,U-DEC,3,5:00
UFC Fight Night: Smith vs. Rakic,"August 29, 2020",Neil Magny,Robbie Lawler,Welterweight,win,U-DEC,3,5:00
UFC Fight Night: Smith vs. Rakic,"August 29, 2020",Alexa Grasso,Ji Yeon Kim,Women's Flyweight,win,U-DEC,3,5:00
UFC Fight Night: Smith vs. Rakic,"August 29, 2020",Ricardo Lamas,Bill Algeo,Featherweight,win,U-DEC,3,5:00
UFC Fight Night: Smith vs. Rakic,"August 29, 2020",Impa Kasanganay,Maki Pitolo,Middleweight,win,U-DEC,3,5:00
UFC Fight Night: Smith vs. Rakic,"August 29, 2020",Zak Cummings,Alessio Di Chirico,Middleweight,win,U-DEC,3,5:00
UFC Fight Night: Smith vs. Rakic,"August 29, 2020",Alex Caceres,Austin Springer,Featherweight,win,"SUB

      

        Rear Naked Choke",1,3:38
UFC Fight Night: Smith vs. Rakic,"August 29, 2020",Sean Brady,Christian Aguilera,Welterweight,win,"SUB

      

        Guillotine Choke",2,1:47
UFC Fight Night: Smith vs. Rakic,"August 29, 2020",Polyana Viana,Emily Whitmire,Women's Strawweight,win,"SUB

      

        Armbar",1,1:53
UFC Fight Night: Smith vs. Rakic,"August 29, 2020",Mallory Martin,Hannah Cifers,Women's Strawweight,win,"SUB

      

        Rear Naked Choke",2,1:33
UFC Fight Night: Munhoz vs. Edgar,"August 22, 2020",Frankie Edgar,Pedro Munhoz,Bantamweight,win,S-DEC,5,5:00
UFC Fight Night: Munhoz vs. Edgar,"August 22, 2020",Mike Rodriguez,Marcin Prachnio,Light Heavyweight,win,"KO/TKO

      

        Elbow",1,2:17
UFC Fight Night: Munhoz vs. Edgar,"August 22, 2020",Joe Solecki,Austin Hubbard,Lightweight,win,"SUB

      

        Rear Naked Choke",1,3:51
UFC Fight Night: Munhoz vs. Edgar,"August 22, 2020",Shana Dobson,Mariya Agapova,Women's Flyweight,win,"KO/TKO

      

        Punches",2,1:38
UFC Fight Night: Munhoz vs. Edgar,"August 22, 2020",Daniel Rodriguez,Dwight Grant,Welterweight,win,"KO/TKO

      

        Punches",1,2:24
UFC Fight Night: Munhoz vs. Edgar,"August 22, 2020",Amanda Lemos,Mizuki,Women's Strawweight,win,U-DEC,3,5:00
UFC Fight Night: Munhoz vs. Edgar,"August 22, 2020",Jordan Wright,Ike Villanueva,Light Heavyweight,win,KO/TKO,1,1:31
UFC Fight Night: Munhoz vs. Edgar,"August 22, 2020",Matthew Semelsberger,Carlton Minus,Welterweight,win,U-DEC,3,5:00
UFC Fight Night: Munhoz vs. Edgar,"August 22, 2020",Timur Valiev,Trevin Jones,Catch Weight,"nc


nc","Overturned

      

        Punch",2,1:59
UFC 252: Miocic vs. Cormier 3,"August 15, 2020",Stipe Miocic,Daniel Cormier,Heavyweight,win,U-DEC,5,5:00
UFC 252: Miocic vs. Cormier 3,"August 15, 2020",Marlon Vera,Sean O'Malley,Bantamweight,win,"KO/TKO

      

        Elbows",1,4:40
UFC 252: Miocic vs. Cormier 3,"August 15, 2020",Jairzinho Rozenstruik,Junior Dos Santos,Heavyweight,win,"KO/TKO

      

        Punch",2,3:47
UFC 252: Miocic vs. Cormier 3,"August 15, 2020",Daniel Pineda,Herbert Burns,Featherweight,win,"KO/TKO

      

        Elbows",2,4:37
UFC 252: Miocic vs. Cormier 3,"August 15, 2020",Merab Dvalishvili,John Dodson,Bantamweight,win,U-DEC,3,5:00
UFC 252: Miocic vs. Cormier 3,"August 15, 2020",Vinc Pichel,Jim Miller,Lightweight,win,U-DEC,3,5:00
UFC 252: Miocic vs. Cormier 3,"August 15, 2020",Virna Jandiroba,Felice Herrig,Women's Strawweight,win,"SUB

      

        Armbar",1,1:44
UFC 252: Miocic vs. Cormier 3,"August 15, 2020",Danny Chavez,TJ Brown,Featherweight,win,U-DEC,3,5:00
UFC 252: Miocic vs. Cormier 3,"August 15, 2020",Livinha Souza,Ashley Yoder,Women's Strawweight,win,U-DEC,3,5:00
UFC 252: Miocic vs. Cormier 3,"August 15, 2020",Chris Daukaus,Parker Porter,Heavyweight,win,"KO/TKO

      

        Knee",1,4:28
UFC 252: Miocic vs. Cormier 3,"August 15, 2020",Kai Kamaka III,Tony Kelley,Featherweight,win,U-DEC,3,5:00
UFC Fight Night: Lewis vs. Oleinik,"August 08, 2020",Derrick Lewis,Aleksei Oleinik,Heavyweight,win,"KO/TKO

      

        Punches",2,0:21
UFC Fight Night: Lewis vs. Oleinik,"August 08, 2020",Chris Weidman,Omari Akhmedov,Middleweight,win,U-DEC,3,5:00
UFC Fight Night: Lewis vs. Oleinik,"August 08, 2020",Darren Stewart,Maki Pitolo,Middleweight,win,"SUB

      

        Guillotine Choke",1,3:41
UFC Fight Night: Lewis vs. Oleinik,"August 08, 2020",Yana Santos,Julija Stoliarenko,Women's Bantamweight,win,U-DEC,3,5:00
UFC Fight Night: Lewis vs. Oleinik,"August 08, 2020",Beneil Dariush,Scott Holtzman,Lightweight,win,"KO/TKO

      

        Spinning Back Fist",1,4:38
UFC Fight Night: Lewis vs. Oleinik,"August 08, 2020",Tim Means,Laureano Staropoli,Welterweight,win,U-DEC,3,5:00
UFC Fight Night: Lewis vs. Oleinik,"August 08, 2020",Kevin Holland,Joaquin Buckley,Middleweight,win,"KO/TKO

      

        Punch",3,0:32
UFC Fight Night: Lewis vs. Oleinik,"August 08, 2020",Nasrat Haqparast,Alexander Munoz,Lightweight,win,U-DEC,3,5:00
UFC Fight Night: Lewis vs. Oleinik,"August 08, 2020",Andrew Sanchez,Wellington Turman,Middleweight,win,"KO/TKO

      

        Punch",1,4:14
UFC Fight Night: Lewis vs. Oleinik,"August 08, 2020",Gavin Tucker,Justin Jaynes,Featherweight,win,"SUB

      

        Rear Naked Choke",3,1:43
UFC Fight Night: Lewis vs. Oleinik,"August 08, 2020",Youssef Zalal,Peter Barrett,Featherweight,win,U-DEC,3,5:00
UFC Fight Night: Lewis vs. Oleinik,"August 08, 2020",Irwin Rivera,Ali AlQaisi,Bantamweight,win,S-DEC,3,5:00
UFC Fight Night: Brunson vs. Shahbazyan,"August 01, 2020",Derek Brunson,Edmen Shahbazyan,Middleweight,win,"KO/TKO

      

        Punches",3,0:26
UFC Fight Night: Brunson vs. Shahbazyan,"August 01, 2020",Jennifer Maia,Joanne Wood,Women's Flyweight,win,"SUB

      

        Armbar",1,4:29
UFC Fight Night: Brunson vs. Shahbazyan,"August 01, 2020",Vicente Luque,Randy Brown,Welterweight,win,"KO/TKO

      

        Knee",2,4:56
UFC Fight Night: Brunson vs. Shahbazyan,"August 01, 2020",King Green,Lando Vannata,Lightweight,win,U-DEC,3,5:00
UFC Fight Night: Brunson vs. Shahbazyan,"August 01, 2020",Jonathan Martinez,Frankie Saenz,Bantamweight,win,"KO/TKO

      

        Knee",3,0:57
UFC Fight Night: Brunson vs. Shahbazyan,"August 01, 2020",Nate Maness,Johnny Munoz,Featherweight,win,U-DEC,3,5:00
UFC Fight Night: Brunson vs. Shahbazyan,"August 01, 2020",Jamall Emmers,Vince Cachero,Featherweight,win,U-DEC,3,5:00
UFC Fight Night: Brunson vs. Shahbazyan,"August 01, 2020",Chris Gutierrez,Cody Durden,Bantamweight,"draw


draw",U-DEC,3,5:00
UFC Fight Night: Whittaker vs. Till,"July 25, 2020",Robert Whittaker,Darren Till,Middleweight,win,U-DEC,5,5:00
UFC Fight Night: Whittaker vs. Till,"July 25, 2020",Mauricio Rua,Rogerio Nogueira,Light Heavyweight,win,S-DEC,3,5:00
UFC Fight Night: Whittaker vs. Till,"July 25, 2020",Fabricio Werdum,Alexander Gustafsson,Heavyweight,win,"SUB

      

        Armbar",1,2:30
UFC Fight Night: Whittaker vs. Till,"July 25, 2020",Carla Esparza,Marina Rodriguez,Women's Strawweight,win,S-DEC,3,5:00
UFC Fight Night: Whittaker vs. Till,"July 25, 2020",Paul Craig,Gadzhimurad Antigulov,Light Heavyweight,win,"SUB

      

        Triangle Choke",1,2:06
UFC Fight Night: Whittaker vs. Till,"July 25, 2020",Alex Oliveira,Peter Sobotta,Welterweight,win,U-DEC,3,5:00
UFC Fight Night: Whittaker vs. Till,"July 25, 2020",Khamzat Chimaev,Rhys McKee,Welterweight,win,"KO/TKO

      

        Punches",1,3:09
UFC Fight Night: Whittaker vs. Till,"July 25, 2020",Francisco Trinaldo,Jai Herbert,Lightweight,win,"KO/TKO

      

        Punch",3,1:30
UFC Fight Night: Whittaker vs. Till,"July 25, 2020",Nicolas Dalby,Jesse Ronson,Welterweight,"nc


nc","Overturned

      

        Rear Naked Choke",1,2:48
UFC Fight Night: Whittaker vs. Till,"July 25, 2020",Tom Aspinall,Jake Collier,Heavyweight,win,"KO/TKO

      

        Punches",1,0:45
UFC Fight Night: Whittaker vs. Till,"July 25, 2020",Movsar Evloev,Mike Grundy,Featherweight,win,U-DEC,3,5:00
UFC Fight Night: Whittaker vs. Till,"July 25, 2020",Tanner Boser,Raphael Pessoa,Heavyweight,win,"KO/TKO

      

        Punch",2,2:36
UFC Fight Night: Whittaker vs. Till,"July 25, 2020",Pannie Kianzad,Bethe Correia,Women's Bantamweight,win,U-DEC,3,5:00
UFC Fight Night: Whittaker vs. Till,"July 25, 2020",Ramazan Emeev,Niklas Stolze,Welterweight,win,U-DEC,3,5:00
UFC Fight Night: Whittaker vs. Till,"July 25, 2020",Nathaniel Wood,John Castaneda,Bantamweight,win,U-DEC,3,5:00
UFC Fight Night: Figueiredo vs. Benavidez 2,"July 18, 2020",Deiveson Figueiredo,Joseph Benavidez,Flyweight,win,"SUB

      

        Rear Naked Choke",1,4:48
UFC Fight Night: Figueiredo vs. Benavidez 2,"July 18, 2020",Jack Hermansson,Kelvin Gastelum,Middleweight,win,"SUB

      

        Heel Hook",1,1:18
UFC Fight Night: Figueiredo vs. Benavidez 2,"July 18, 2020",Rafael Fiziev,Marc Diakiese,Lightweight,win,U-DEC,3,5:00
UFC Fight Night: Figueiredo vs. Benavidez 2,"July 18, 2020",Ariane da Silva,Luana Carolina,Women's Flyweight,win,"SUB

      

        Kneebar",1,1:28
UFC Fight Night: Figueiredo vs. Benavidez 2,"July 18, 2020",Askar Askarov,Alexandre Pantoja,Flyweight,win,U-DEC,3,5:00
UFC Fight Night: Figueiredo vs. Benavidez 2,"July 18, 2020",Roman Dolidze,Khadis Ibragimov,Light Heavyweight,win,"KO/TKO

      

        Knee",1,4:15
UFC Fight Night: Figueiredo vs. Benavidez 2,"July 18, 2020",Grant Dawson,Nad Narimani,Catch Weight,win,U-DEC,3,5:00
UFC Fight Night: Figueiredo vs. Benavidez 2,"July 18, 2020",Joel Alvarez,Joe Duffy,Lightweight,win,"SUB

      

        Guillotine Choke",1,2:25
UFC Fight Night: Figueiredo vs. Benavidez 2,"July 18, 2020",Brett Johns,Montel Jackson,Bantamweight,win,U-DEC,3,5:00
UFC Fight Night: Figueiredo vs. Benavidez 2,"July 18, 2020",Amir Albazi,Malcolm Gordon,Bantamweight,win,"SUB

      

        Triangle Choke",1,4:42
UFC Fight Night: Figueiredo vs. Benavidez 2,"July 18, 2020",Arman Tsarukyan,Davi Ramos,Lightweight,win,U-DEC,3,5:00
UFC Fight Night: Figueiredo vs. Benavidez 2,"July 18, 2020",Serghei Spivac,Carlos Felipe,Heavyweight,win,M-DEC,3,5:00
UFC Fight Night: Kattar vs. Ige,"July 15, 2020",Calvin Kattar,Dan Ige,Featherweight,win,U-DEC,5,5:00
UFC Fight Night: Kattar vs. Ige,"July 15, 2020",Tim Elliott,Ryan Benoit,Flyweight,win,U-DEC,3,5:00
UFC Fight Night: Kattar vs. Ige,"July 15, 2020",Jimmie Rivera,Cody Stamann,Featherweight,win,U-DEC,3,5:00
UFC Fight Night: Kattar vs. Ige,"July 15, 2020",Taila Santos,Molly McCann,Women's Flyweight,win,U-DEC,3,5:00
UFC Fight Night: Kattar vs. Ige,"July 15, 2020",Mounir Lazzez,Abdul Razak Alhassan,Welterweight,win,U-DEC,3,5:00
UFC Fight Night: Kattar vs. Ige,"July 15, 2020",Khamzat Chimaev,John Phillips,Middleweight,win,"SUB

      

        D'Arce Choke",2,1:12
UFC Fight Night: Kattar vs. Ige,"July 15, 2020",Lerone Murphy,Ricardo Ramos,Featherweight,win,"KO/TKO

      

        Punches",1,4:18
UFC Fight Night: Kattar vs. Ige,"July 15, 2020",Modestas Bukauskas,Andreas Michailidis,Light Heavyweight,win,KO/TKO,1,5:00
UFC Fight Night: Kattar vs. Ige,"July 15, 2020",Jared Gordon,Chris Fishgold,Featherweight,win,U-DEC,3,5:00
UFC Fight Night: Kattar vs. Ige,"July 15, 2020",Liana Jojua,Diana Belbita,Women's Flyweight,win,"SUB

      

        Armbar",1,2:43
UFC Fight Night: Kattar vs. Ige,"July 15, 2020",Jack Shore,Aaron Phillips,Bantamweight,win,"SUB

      

        Rear Naked Choke",2,2:29
UFC 251: Usman vs. Masvidal,"July 11, 2020",Kamaru Usman,Jorge Masvidal,Welterweight,win,U-DEC,5,5:00
UFC 251: Usman vs. Masvidal,"July 11, 2020",Alexander Volkanovski,Max Holloway,Featherweight,win,S-DEC,5,5:00
UFC 251: Usman vs. Masvidal,"July 11, 2020",Petr Yan,Jose Aldo,Bantamweight,win,"KO/TKO

      

        Punches",5,3:24
UFC 251: Usman vs. Masvidal,"July 11, 2020",Rose Namajunas,Jessica Andrade,Women's Strawweight,win,S-DEC,3,5:00
UFC 251: Usman vs. Masvidal,"July 11, 2020",Amanda Ribas,Paige VanZant,Women's Flyweight,win,"SUB

      

        Armbar",1,2:21
UFC 251: Usman vs. Masvidal,"July 11, 2020",Jiri Prochazka,Volkan Oezdemir,Light Heavyweight,win,"KO/TKO

      

        Punch",2,0:49
UFC 251: Usman vs. Masvidal,"July 11, 2020",Muslim Salikhov,Elizeu Zaleski dos Santos,Welterweight,win,S-DEC,3,5:00
UFC 251: Usman vs. Masvidal,"July 11, 2020",Makwan Amirkhani,Danny Henry,Featherweight,win,"SUB

      

        Anaconda Choke",1,3:15
UFC 251: Usman vs. Masvidal,"July 11, 2020",Leonardo Santos,Roman Bogatov,Lightweight,win,U-DEC,3,5:00
UFC 251: Usman vs. Masvidal,"July 11, 2020",Marcin Tybura,Maxim Grishin,Heavyweight,win,U-DEC,3,5:00
UFC 251: Usman vs. Masvidal,"July 11, 2020",Raulian Paiva,Zhalgas Zhumagulov,Flyweight,win,U-DEC,3,5:00
UFC 251: Usman vs. Masvidal,"July 11, 2020",Karol Rosa,Vanessa Melo,Women's Bantamweight,win,U-DEC,3,5:00
UFC 251: Usman vs. Masvidal,"July 11, 2020",Davey Grant,Martin Day,Bantamweight,win,"KO/TKO

      

        Punch",3,2:38
UFC Fight Night: Poirier vs. Hooker,"June 27, 2020",Dustin Poirier,Dan Hooker,Lightweight,win,U-DEC,5,5:00
UFC Fight Night: Poirier vs. Hooker,"June 27, 2020",Mike Perry,Mickey Gall,Welterweight,win,U-DEC,3,5:00
UFC Fight Night: Poirier vs. Hooker,"June 27, 2020",Maurice Greene,Gian Villante,Heavyweight,win,"SUB

      

        Arm Triangle",3,3:44
UFC Fight Night: Poirier vs. Hooker,"June 27, 2020",Brendan Allen,Kyle Daukaus,Middleweight,win,U-DEC,3,5:00
UFC Fight Night: Poirier vs. Hooker,"June 27, 2020",Takashi Sato,Jason Witt,Welterweight,win,"KO/TKO

      

        Punches",1,0:48
UFC Fight Night: Poirier vs. Hooker,"June 27, 2020",Julian Erosa,Sean Woodson,Catch Weight,win,"SUB

      

        D'Arce Choke",3,2:44
UFC Fight Night: Poirier vs. Hooker,"June 27, 2020",Khama Worthy,Luis Pena,Lightweight,win,"SUB

      

        Guillotine Choke",3,2:53
UFC Fight Night: Poirier vs. Hooker,"June 27, 2020",Tanner Boser,Philipe Lins,Heavyweight,win,"KO/TKO

      

        Punches",1,2:41
UFC Fight Night: Poirier vs. Hooker,"June 27, 2020",Kay Hansen,Jinh Yu Frey,Women's Strawweight,win,"SUB

      

        Armbar",3,2:26
UFC Fight Night: Poirier vs. Hooker,"June 27, 2020",Youssef Zalal,Jordan Griffin,Featherweight,win,U-DEC,3,5:00
UFC Fight Night: Blaydes vs. Volkov,"June 20, 2020",Curtis Blaydes,Alexander Volkov,Heavyweight,win,U-DEC,5,5:00
UFC Fight Night: Blaydes vs. Volkov,"June 20, 2020",Josh Emmett,Shane Burgos,Featherweight,win,U-DEC,3,5:00
UFC Fight Night: Blaydes vs. Volkov,"June 20, 2020",Raquel Pennington,Marion Reneau,Women's Bantamweight,win,U-DEC,3,5:00
UFC Fight Night: Blaydes vs. Volkov,"June 20, 2020",Belal Muhammad,Lyman Good,Welterweight,win,U-DEC,3,5:00
UFC Fight Night: Blaydes vs. Volkov,"June 20, 2020",Jim Miller,Roosevelt Roberts,Catch Weight,win,"SUB

      

        Armbar",1,2:25
UFC Fight Night: Blaydes vs. Volkov,"June 20, 2020",King Green,Clay Guida,Lightweight,win,U-DEC,3,5:00
UFC Fight Night: Blaydes vs. Volkov,"June 20, 2020",Tecia Pennington,Brianna Fortino,Women's Strawweight,win,U-DEC,3,5:00
UFC Fight Night: Blaydes vs. Volkov,"June 20, 2020",Marc-Andre Barriault,Oskar Piechota,Middleweight,"nc


nc","Overturned

      

        Punches",2,4:50
UFC Fight Night: Blaydes vs. Volkov,"June 20, 2020",Gillian Robertson,Cortney Casey,Women's Flyweight,win,"SUB

      

        Rear Naked Choke",3,4:36
UFC Fight Night: Blaydes vs. Volkov,"June 20, 2020",Justin Jaynes,Frank Camacho,Lightweight,win,"KO/TKO

      

        Punches",1,0:41
UFC Fight Night: Blaydes vs. Volkov,"June 20, 2020",Lauren Murphy,Roxanne Modafferi,Women's Flyweight,win,U-DEC,3,5:00
UFC Fight Night: Blaydes vs. Volkov,"June 20, 2020",Austin Hubbard,Max Rohskopf,Lightweight,win,KO/TKO,2,5:00
UFC Fight Night: Eye vs. Calvillo,"June 13, 2020",Cynthia Calvillo,Jessica Eye,Women's Flyweight,win,U-DEC,5,5:00
UFC Fight Night: Eye vs. Calvillo,"June 13, 2020",Marvin Vettori,Karl Roberson,Middleweight,win,"SUB

      

        Rear Naked Choke",1,4:17
UFC Fight Night: Eye vs. Calvillo,"June 13, 2020",Charles Rosa,Kevin Aguilar,Lightweight,win,S-DEC,3,5:00
UFC Fight Night: Eye vs. Calvillo,"June 13, 2020",Andre Fili,Charles Jourdain,Featherweight,win,S-DEC,3,5:00
UFC Fight Night: Eye vs. Calvillo,"June 13, 2020",Jordan Espinosa,Mark De La Rosa,Bantamweight,win,U-DEC,3,5:00
UFC Fight Night: Eye vs. Calvillo,"June 13, 2020",Mariya Agapova,Hannah Cifers,Women's Flyweight,win,"SUB

      

        Rear Naked Choke",1,2:42
UFC Fight Night: Eye vs. Calvillo,"June 13, 2020",Merab Dvalishvili,Gustavo Lopez,Catch Weight,win,U-DEC,3,5:00
UFC Fight Night: Eye vs. Calvillo,"June 13, 2020",Julia Avila,Gina Mazany,Women's Bantamweight,win,"KO/TKO

      

        Punches",1,0:22
UFC Fight Night: Eye vs. Calvillo,"June 13, 2020",Tyson Nam,Zarrukh Adashev,Bantamweight,win,"KO/TKO

      

        Punch",1,0:32
UFC Fight Night: Eye vs. Calvillo,"June 13, 2020",Christian Aguilera,Anthony Ivy,Welterweight,win,"KO/TKO

      

        Punches",1,0:59
UFC 250: Nunes vs. Spencer,"June 06, 2020",Amanda Nunes,Felicia Spencer,Women's Featherweight,win,U-DEC,5,5:00
UFC 250: Nunes vs. Spencer,"June 06, 2020",Cody Garbrandt,Raphael Assuncao,Bantamweight,win,"KO/TKO

      

        Punch",2,4:59
UFC 250: Nunes vs. Spencer,"June 06, 2020",Aljamain Sterling,Cory Sandhagen,Bantamweight,win,"SUB

      

        Rear Naked Choke",1,1:28
UFC 250: Nunes vs. Spencer,"June 06, 2020",Neil Magny,Anthony Rocco Martin,Welterweight,win,U-DEC,3,5:00
UFC 250: Nunes vs. Spencer,"June 06, 2020",Sean O'Malley,Eddie Wineland,Bantamweight,win,"KO/TKO

      

        Punch",1,1:54
UFC 250: Nunes vs. Spencer,"June 06, 2020",Alex Caceres,Chase Hooper,Featherweight,win,U-DEC,3,5:00
UFC 250: Nunes vs. Spencer,"June 06, 2020",Ian Heinisch,Gerald Meerschaert,Middleweight,win,"KO/TKO

      

        Punch",1,1:14
UFC 250: Nunes vs. Spencer,"June 06, 2020",Cody Stamann,Brian Kelleher,Featherweight,win,U-DEC,3,5:00
UFC 250: Nunes vs. Spencer,"June 06, 2020",Maki Pitolo,Charles Byrd,Middleweight,win,"KO/TKO

      

        Punches",2,1:10
UFC 250: Nunes vs. Spencer,"June 06, 2020",Alex Perez,Jussier Formiga,Flyweight,win,"KO/TKO

      

        Kick",1,4:06
UFC 250: Nunes vs. Spencer,"June 06, 2020",Devin Clark,Alonzo Menifield,Light Heavyweight,win,U-DEC,3,5:00
UFC 250: Nunes vs. Spencer,"June 06, 2020",Herbert Burns,Evan Dunham,Catch Weight,win,"SUB

      

        Rear Naked Choke",1,1:20
UFC Fight Night: Woodley vs. Burns,"May 30, 2020",Gilbert Burns,Tyron Woodley,Welterweight,win,U-DEC,5,5:00
UFC Fight Night: Woodley vs. Burns,"May 30, 2020",Augusto Sakai,Blagoy Ivanov,Heavyweight,win,S-DEC,3,5:00
UFC Fight Night: Woodley vs. Burns,"May 30, 2020",Billy Quarantillo,Spike Carlyle,Catch Weight,win,U-DEC,3,5:00
UFC Fight Night: Woodley vs. Burns,"May 30, 2020",Roosevelt Roberts,Brok Weaver,Lightweight,win,"SUB

      

        Rear Naked Choke",2,3:26
UFC Fight Night: Woodley vs. Burns,"May 30, 2020",Mackenzie Dern,Hannah Cifers,Women's Strawweight,win,"SUB

      

        Kneebar",1,2:36
UFC Fight Night: Woodley vs. Burns,"May 30, 2020",Katlyn Cerminara,Antonina Shevchenko,Women's Flyweight,win,U-DEC,3,5:00
UFC Fight Night: Woodley vs. Burns,"May 30, 2020",Daniel Rodriguez,Gabe Green,Welterweight,win,U-DEC,3,5:00
UFC Fight Night: Woodley vs. Burns,"May 30, 2020",Jamahal Hill,Klidson Abreu,Light Heavyweight,"nc


nc","Overturned

      

        Knee",1,1:51
