event,fighter_1,fighter_2,weight,result,method,round,time
UFC Fight Night: Dern vs. Hill,Chase Hooper,Nick Fiore,Lightweight,win,U-DEC,3,5:00
UFC Fight Night: Dern vs. Hill,Natalia Silva,Victoria Leonardo,Women's Flyweight,win,"KO/TKO

      

        Punch",1,2:58
UFC Fight Night: Dern vs. Hill,Themba Gorimbo,Takashi Sato,Welterweight,win,U-DEC,3,5:00
UFC Fight Night: Rozenstruik vs. Almeida,Jailton Almeida,Jairzinho Rozenstruik,Heavyweight,win,"SUB

      

        Rear Naked Choke",1,3:43
UFC Fight Night: Rozenstruik vs. Almeida,Johnny Walker,Anthony Smith,Light Heavyweight,win,U-DEC,3,5:00
UFC Fight Night: Rozenstruik vs. Almeida,Ian Machado Garry,Daniel Rodriguez,Welterweight,win,"KO/TKO

      

        Kick",1,2:57
UFC Fight Night: Rozenstruik vs. Almeida,Carlos Ulberg,Ihor Potieria,Light Heavyweight,win,"KO/TKO

      

        Punches",1,2:09
UFC Fight Night: Rozenstruik vs. Almeida,Alex Morono,Tim Means,Welterweight,win,"SUB

      

        Guillotine Choke",2,2:09
UFC Fight Night: Rozenstruik vs. Almeida,Matt Brown,Court McGee,Welterweight,win,"KO/TKO

      

        Punch",1,4:09
UFC Fight Night: Rozenstruik vs. Almeida,Karl Williams,Chase Sherman,Heavyweight,win,U-DEC,3,5:00
UFC Fight Night: Rozenstruik vs. Almeida,Douglas Silva de Andrade,Cody Stamann,Catch Weight,win,U-DEC,3,5:00
UFC Fight Night: Rozenstruik vs. Almeida,Mandy Bohm,Ji Yeon Kim,Women's Flyweight,win,S-DEC,3,1:55
UFC Fight Night: Rozenstruik vs. Almeida,Bryan Battle,Gabe Green,Welterweight,win,"KO/TKO

      

        Punch",1,0:14
UFC Fight Night: Rozenstruik vs. Almeida,Tainara Lisboa,Jessica-Rose Clark,Women's Bantamweight,win,"SUB

      

        Rear Naked Choke",3,4:20
UFC 288: Sterling vs. Cejudo,Aljamain Sterling,Henry Cejudo,Bantamweight,win,S-DEC,5,5:00
UFC 288: Sterling vs. Cejudo,Belal Muhammad,Gilbert Burns,Welterweight,win,U-DEC,5,5:00
UFC 288: Sterling vs. Cejudo,Yan Xiaonan,Jessica Andrade,Women's Strawweight,win,"KO/TKO

      

        Punch",1,2:20
UFC 288: Sterling vs. Cejudo,Movsar Evloev,Diego Lopes,Featherweight,win,U-DEC,3,5:00
UFC 288: Sterling vs. Cejudo,Charles Jourdain,Kron Gracie,Featherweight,win,U-DEC,3,5:00
UFC 288: Sterling vs. Cejudo,Matt Frevola,Drew Dober,Lightweight,win,"KO/TKO

      

        Punch",1,4:08
UFC 288: Sterling vs. Cejudo,Kennedy Nzechukwu,Devin Clark,Light Heavyweight,win,"SUB

      

        Guillotine Choke",2,2:28
UFC 288: Sterling vs. Cejudo,Khaos Williams,Rolando Bedoya,Welterweight,win,S-DEC,3,5:00
UFC 288: Sterling vs. Cejudo,Virna Jandiroba,Marina Rodriguez,Women's Strawweight,win,U-DEC,3,5:00
UFC 288: Sterling vs. Cejudo,Parker Porter,Braxton Smith,Heavyweight,win,"KO/TKO

      

        Punches",1,2:10
UFC 288: Sterling vs. Cejudo,Ikram Aliskerov,Phil Hawes,Middleweight,win,"KO/TKO

      

        Punches",1,2:10
UFC 288: Sterling vs. Cejudo,Claudio Ribeiro,Joseph Holmes,Middleweight,win,"KO/TKO

      

        Punches",2,3:21
UFC Fight Night: Song vs. Simon,Song Yadong,Ricky Simon,Bantamweight,win,"KO/TKO

      

        Punch",5,1:10
UFC Fight Night: Song vs. Simon,Caio Borralho,Michal Oleksiejczuk,Middleweight,win,"SUB

      

        Rear Naked Choke",2,2:49
UFC Fight Night: Song vs. Simon,Rodolfo Vieira,Cody Brundage,Middleweight,win,"SUB

      

        Arm Triangle",2,1:28
UFC Fight Night: Song vs. Simon,Fernando Padilla,Julian Erosa,Featherweight,win,"KO/TKO

      

        Punches",1,1:41
UFC Fight Night: Song vs. Simon,Marcos Rogerio de Lima,Waldo Cortes-Acosta,Heavyweight,win,U-DEC,3,5:00
UFC Fight Night: Song vs. Simon,Trey Waters,Josh Quinlan,Welterweight,win,U-DEC,3,5:00
UFC Fight Night: Song vs. Simon,Martin Buday,Jake Collier,Heavyweight,win,U-DEC,3,5:00
UFC Fight Night: Song vs. Simon,Cody Durden,Charles Johnson,Flyweight,win,U-DEC,3,5:00
UFC Fight Night: Song vs. Simon,Irina Alekseeva,Stephanie Egger,Women's Bantamweight,win,"SUB

      

        Kneebar",1,2:11
UFC Fight Night: Song vs. Simon,Marcus McGhee,Journey Newson,Catch Weight,win,"SUB

      

        Rear Naked Choke",2,2:03
UFC Fight Night: Song vs. Simon,Jamey-Lyn Horth,Hailey Cowan,Women's Bantamweight,win,U-DEC,3,5:00
UFC Fight Night: Pavlovich vs. Blaydes,Sergei Pavlovich,Curtis Blaydes,Heavyweight,win,"KO/TKO

      

        Punches",1,3:08
UFC Fight Night: Pavlovich vs. Blaydes,Bruno Silva,Brad Tavares,Middleweight,win,"KO/TKO

      

        Punch",1,3:35
UFC Fight Night: Pavlovich vs. Blaydes,King Green,Jared Gordon,Lightweight,"nc


nc",CNC,1,4:35
UFC Fight Night: Pavlovich vs. Blaydes,Iasmin Lucindo,Brogan Walker,Women's Flyweight,win,U-DEC,3,5:00
UFC Fight Night: Pavlovich vs. Blaydes,Jeremiah Wells,Matthew Semelsberger,Welterweight,win,S-DEC,3,5:00
UFC Fight Night: Pavlovich vs. Blaydes,Christos Giagos,Ricky Glenn,Lightweight,win,"KO/TKO

      

        Punch",1,1:35
UFC Fight Night: Pavlovich vs. Blaydes,Montel Jackson,Rani Yahya,Bantamweight,win,"KO/TKO

      

        Punch",1,3:42
UFC Fight Night: Pavlovich vs. Blaydes,Norma Dumont,Karol Rosa,Women's Featherweight,win,U-DEC,3,5:00
UFC Fight Night: Pavlovich vs. Blaydes,Mohammed Usman,Junior Tafa,Heavyweight,win,U-DEC,3,5:00
UFC Fight Night: Pavlovich vs. Blaydes,William Gomis,Francis Marshall,Featherweight,win,S-DEC,3,5:00
UFC Fight Night: Pavlovich vs. Blaydes,Brady Hiestand,Batgerel Danaa,Bantamweight,win,"KO/TKO

      

        Punches",3,4:21
UFC Fight Night: Holloway vs. Allen,Max Holloway,Arnold Allen,Featherweight,win,U-DEC,5,5:00
UFC Fight Night: Holloway vs. Allen,Edson Barboza,Billy Quarantillo,Featherweight,win,"KO/TKO

      

        Knee",1,2:37
UFC Fight Night: Holloway vs. Allen,Azamat Murzakanov,Dustin Jacoby,Light Heavyweight,win,U-DEC,3,5:00
UFC Fight Night: Holloway vs. Allen,Ion Cutelaba,Tanner Boser,Light Heavyweight,win,"KO/TKO

      

        Punches",1,2:05
UFC Fight Night: Holloway vs. Allen,Pedro Munhoz,Chris Gutierrez,Bantamweight,win,U-DEC,3,5:00
UFC Fight Night: Holloway vs. Allen,Rafa Garcia,Clay Guida,Lightweight,win,U-DEC,3,5:00
UFC Fight Night: Holloway vs. Allen,Bill Algeo,TJ Brown,Featherweight,win,"SUB

      

        Rear Naked Choke",2,1:40
UFC Fight Night: Holloway vs. Allen,Brandon Royval,Matheus Nicolau,Flyweight,win,"KO/TKO

      

        Knee",1,2:09
UFC Fight Night: Holloway vs. Allen,Zak Cummings,Ed Herman,Light Heavyweight,win,"KO/TKO

      

        Punches",3,4:13
UFC Fight Night: Holloway vs. Allen,Gillian Robertson,Piera Rodriguez,Women's Strawweight,win,"SUB

      

        Armbar",2,4:21
UFC Fight Night: Holloway vs. Allen,Daniel Zellhuber,Lando Vannata,Lightweight,win,U-DEC,3,5:00
UFC Fight Night: Holloway vs. Allen,Denise Gomes,Bruna Brasil,Women's Strawweight,win,"KO/TKO

      

        Punches",2,2:42
UFC Fight Night: Holloway vs. Allen,Gaston Bolanos,Aaron Phillips,Bantamweight,win,U-DEC,3,5:00
UFC Fight Night: Holloway vs. Allen,Joselyne Edwards,Lucie Pudilova,Women's Bantamweight,win,S-DEC,3,5:00
UFC 287: Pereira vs. Adesanya 2,Israel Adesanya,Alex Pereira,Middleweight,win,"KO/TKO

      

        Punch",2,4:21
UFC 287: Pereira vs. Adesanya 2,Gilbert Burns,Jorge Masvidal,Welterweight,win,U-DEC,3,5:00
UFC 287: Pereira vs. Adesanya 2,Rob Font,Adrian Yanez,Bantamweight,win,"KO/TKO

      

        Punch",1,2:57
UFC 287: Pereira vs. Adesanya 2,Kevin Holland,Santiago Ponzinibbio,Welterweight,win,"KO/TKO

      

        Punch",3,3:16
UFC 287: Pereira vs. Adesanya 2,Christian Rodriguez,Raul Rosas Jr.,Bantamweight,win,U-DEC,3,5:00
UFC 287: Pereira vs. Adesanya 2,Kelvin Gastelum,Chris Curtis,Middleweight,win,U-DEC,3,5:00
UFC 287: Pereira vs. Adesanya 2,Luana Pinheiro,Michelle Waterson-Gomez,Women's Strawweight,win,S-DEC,3,5:00
UFC 287: Pereira vs. Adesanya 2,Joe Pyfer,Gerald Meerschaert,Middleweight,win,"KO/TKO

      

        Punches",1,3:15
UFC 287: Pereira vs. Adesanya 2,Loopy Godinez,Cynthia Calvillo,Women's Strawweight,win,S-DEC,3,5:00
UFC 287: Pereira vs. Adesanya 2,Ignacio Bahamondes,Trey Ogden,Catch Weight,win,U-DEC,3,5:00
UFC 287: Pereira vs. Adesanya 2,Steve Garcia,Shayilan Nuerdanbieke,Featherweight,win,"KO/TKO

      

        Punch",2,0:36
UFC 287: Pereira vs. Adesanya 2,Sam Hughes,Jaqueline Amorim,Women's Strawweight,win,U-DEC,3,5:00
UFC Fight Night: Vera vs. Sandhagen,Cory Sandhagen,Marlon Vera,Bantamweight,win,S-DEC,5,5:00
UFC Fight Night: Vera vs. Sandhagen,Holly Holm,Yana Santos,Women's Bantamweight,win,U-DEC,3,5:00
UFC Fight Night: Vera vs. Sandhagen,Nate Landwehr,Austin Lingo,Featherweight,win,"SUB

      

        Rear Naked Choke",2,4:11
UFC Fight Night: Vera vs. Sandhagen,Maycee Barber,Andrea Lee,Women's Flyweight,win,S-DEC,3,5:00
UFC Fight Night: Vera vs. Sandhagen,Albert Duraev,Chidi Njokuani,Middleweight,win,S-DEC,3,5:00
UFC Fight Night: Vera vs. Sandhagen,Daniel Pineda,Tucker Lutz,Featherweight,win,"SUB

      

        Guillotine Choke",2,2:50
UFC Fight Night: Vera vs. Sandhagen,Lucas Alexander,Steven Peterson,Featherweight,win,U-DEC,3,5:00
UFC Fight Night: Vera vs. Sandhagen,Trevin Giles,Preston Parsons,Welterweight,win,S-DEC,3,5:00
UFC Fight Night: Vera vs. Sandhagen,CJ Vergara,Daniel Lacerda,Flyweight,win,"KO/TKO

      

        Elbows",2,4:04
UFC Fight Night: Vera vs. Sandhagen,Victor Altamirano,Vinicius Salvador,Flyweight,win,U-DEC,3,5:00
UFC 286: Edwards vs. Usman 3,Leon Edwards,Kamaru Usman,Welterweight,win,M-DEC,5,5:00
UFC 286: Edwards vs. Usman 3,Justin Gaethje,Rafael Fiziev,Lightweight,win,M-DEC,3,5:00
UFC 286: Edwards vs. Usman 3,Gunnar Nelson,Bryan Barberena,Welterweight,win,"SUB

      

        Armbar",1,4:51
UFC 286: Edwards vs. Usman 3,Jennifer Maia,Casey O'Neill,Women's Flyweight,win,U-DEC,3,5:00
UFC 286: Edwards vs. Usman 3,Marvin Vettori,Roman Dolidze,Middleweight,win,U-DEC,3,5:00
UFC 286: Edwards vs. Usman 3,Jack Shore,Makwan Amirkhani,Featherweight,win,"SUB

      

        Rear Naked Choke",2,4:27
UFC 286: Edwards vs. Usman 3,Chris Duncan,Omar Morales,Lightweight,win,S-DEC,3,5:00
UFC 286: Edwards vs. Usman 3,Yanal Ashmouz,Sam Patterson,Lightweight,win,"KO/TKO

      

        Punches",1,1:15
UFC 286: Edwards vs. Usman 3,Muhammad Mokaev,Jafel Filho,Flyweight,win,"SUB

      

        Neck Crank",3,4:32
UFC 286: Edwards vs. Usman 3,Lerone Murphy,Gabriel Santos,Featherweight,win,S-DEC,3,5:00
UFC 286: Edwards vs. Usman 3,Christian Leroy Duncan,Dusko Todorovic,Middleweight,win,KO/TKO,1,1:52
UFC 286: Edwards vs. Usman 3,Jake Hadley,Malcolm Gordon,Flyweight,win,"KO/TKO

      

        Punch",1,1:01
UFC 286: Edwards vs. Usman 3,Joanne Wood,Luana Carolina,Women's Flyweight,win,S-DEC,3,5:00
UFC 286: Edwards vs. Usman 3,Jai Herbert,Ludovit Klein,Lightweight,"draw


draw",M-DEC,3,5:00
UFC 286: Edwards vs. Usman 3,Veronica Hardy,Juliana Miller,Women's Flyweight,win,U-DEC,3,5:00
UFC Fight Night: Yan vs. Dvalishvili,Merab Dvalishvili,Petr Yan,Bantamweight,win,U-DEC,5,5:00
UFC Fight Night: Yan vs. Dvalishvili,Alexander Volkov,Alexandr Romanov,Heavyweight,win,"KO/TKO

      

        Punches",1,2:16
UFC Fight Night: Yan vs. Dvalishvili,Nikita Krylov,Ryan Spann,Catch Weight,win,"SUB

      

        Triangle Choke",1,3:38
UFC Fight Night: Yan vs. Dvalishvili,Jonathan Martinez,Said Nurmagomedov,Bantamweight,win,U-DEC,3,5:00
UFC Fight Night: Yan vs. Dvalishvili,Mario Bautista,Guido Cannetti,Bantamweight,win,"SUB

      

        Rear Naked Choke",1,3:18
UFC Fight Night: Yan vs. Dvalishvili,Vitor Petrino,Anton Turkalj,Light Heavyweight,win,U-DEC,3,5:00
UFC Fight Night: Yan vs. Dvalishvili,Karl Williams,Lukasz Brzeski,Heavyweight,win,U-DEC,3,5:00
UFC Fight Night: Yan vs. Dvalishvili,Davey Grant,Raphael Assuncao,Bantamweight,win,"SUB

      

        Inverted Triangle",3,4:43
UFC Fight Night: Yan vs. Dvalishvili,Josh Fremd,Sedriques Dumas,Middleweight,win,"SUB

      

        Guillotine Choke",2,3:00
UFC Fight Night: Yan vs. Dvalishvili,Victor Henry,Tony Gravely,Bantamweight,win,S-DEC,3,5:00
UFC Fight Night: Yan vs. Dvalishvili,Ariane da Silva,JJ Aldrich,Women's Flyweight,win,U-DEC,3,5:00
UFC Fight Night: Yan vs. Dvalishvili,Bruno Silva,Tyson Nam,Flyweight,win,"SUB

      

        Rear Naked Choke",2,1:23
UFC Fight Night: Yan vs. Dvalishvili,Carlston Harris,Jared Gooden,Welterweight,win,U-DEC,3,5:00
UFC 285: Jones vs. Gane,Jon Jones,Ciryl Gane,Heavyweight,win,"SUB

      

        Guillotine Choke",1,2:04
UFC 285: Jones vs. Gane,Alexa Grasso,Valentina Shevchenko,Women's Flyweight,win,"SUB

      

        Rear Naked Choke",4,4:34
UFC 285: Jones vs. Gane,Shavkat Rakhmonov,Geoff Neal,Welterweight,win,"SUB

      

        Rear Naked Choke",3,4:17
UFC 285: Jones vs. Gane,Mateusz Gamrot,Jalin Turner,Lightweight,win,S-DEC,3,5:00
UFC 285: Jones vs. Gane,Bo Nickal,Jamie Pickett,Middleweight,win,"SUB

      

        Arm Triangle",1,2:54
UFC 285: Jones vs. Gane,Cody Garbrandt,Trevin Jones,Bantamweight,win,U-DEC,3,5:00
UFC 285: Jones vs. Gane,Dricus Du Plessis,Derek Brunson,Middleweight,win,"KO/TKO

      

        Punches",2,4:59
UFC 285: Jones vs. Gane,Amanda Ribas,Viviane Araujo,Women's Flyweight,win,U-DEC,3,5:00
UFC 285: Jones vs. Gane,Marc-Andre Barriault,Julian Marquez,Middleweight,win,"KO/TKO

      

        Punches",2,4:12
UFC 285: Jones vs. Gane,Ian Machado Garry,Song Kenan,Welterweight,win,"KO/TKO

      

        Punches",3,4:22
UFC 285: Jones vs. Gane,Cameron Saaiman,Mana Martinez,Bantamweight,win,M-DEC,3,5:00
UFC 285: Jones vs. Gane,Tabatha Ricci,Jessica Penne,Women's Strawweight,win,"SUB

      

        Armbar",2,2:14
UFC 285: Jones vs. Gane,Farid Basharat,Da'Mon Blackshear,Bantamweight,win,U-DEC,3,5:00
UFC 285: Jones vs. Gane,Loik Radzhabov,Esteban Ribovics,Lightweight,win,U-DEC,3,5:00
UFC Fight Night: Muniz vs. Allen,Brendan Allen,Andre Muniz,Middleweight,win,"SUB

      

        Rear Naked Choke",3,4:25
UFC Fight Night: Muniz vs. Allen,Augusto Sakai,Don'Tale Mayes,Heavyweight,win,U-DEC,3,5:00
UFC Fight Night: Muniz vs. Allen,Tatiana Suarez,Montana De La Rosa,Women's Flyweight,win,"SUB

      

        Guillotine Choke",2,2:51
UFC Fight Night: Muniz vs. Allen,Mike Malott,Yohan Lainesse,Welterweight,win,"SUB

      

        Arm Triangle",1,4:15
UFC Fight Night: Muniz vs. Allen,Trevor Peek,Erick Gonzalez,Lightweight,win,"KO/TKO

      

        Punch",1,4:59
UFC Fight Night: Muniz vs. Allen,Jasmine Jasudavicius,Gabriella Fernandes,Women's Flyweight,win,U-DEC,3,5:00
UFC Fight Night: Muniz vs. Allen,Jordan Leavitt,Victor Martinez,Lightweight,win,"KO/TKO

      

        Knees",1,2:27
UFC Fight Night: Muniz vs. Allen,Ode Osbourne,Charles Johnson,Catch Weight,win,S-DEC,3,5:00
UFC Fight Night: Muniz vs. Allen,Joe Solecki,Carl Deaton,Lightweight,win,"SUB

      

        Rear Naked Choke",2,4:55
UFC Fight Night: Muniz vs. Allen,Nurullo Aliev,Rafael Alves,Lightweight,win,M-DEC,3,5:00
UFC Fight Night: Andrade vs. Blanchfield,Erin Blanchfield,Jessica Andrade,Women's Flyweight,win,"SUB

      

        Rear Naked Choke",2,1:37
UFC Fight Night: Andrade vs. Blanchfield,Zac Pauga,Jordan Wright,Light Heavyweight,win,U-DEC,3,5:00
UFC Fight Night: Andrade vs. Blanchfield,Jamal Pogues,Josh Parisian,Heavyweight,win,U-DEC,3,5:00
UFC Fight Night: Andrade vs. Blanchfield,Marcin Prachnio,William Knight,Light Heavyweight,win,U-DEC,3,5:00
UFC Fight Night: Andrade vs. Blanchfield,Alexander Hernandez,Jim Miller,Lightweight,win,U-DEC,3,5:00
UFC Fight Night: Andrade vs. Blanchfield,Nazim Sadykhov,Evan Elder,Lightweight,win,KO/TKO,3,0:38
UFC Fight Night: Andrade vs. Blanchfield,Mayra Bueno Silva,Lina Lansberg,Women's Bantamweight,win,"SUB

      

        Kneebar",2,4:45
UFC Fight Night: Andrade vs. Blanchfield,Jamall Emmers,Khusein Askhabov,Featherweight,win,U-DEC,3,5:00
UFC Fight Night: Andrade vs. Blanchfield,Philipe Lins,Ovince Saint Preux,Light Heavyweight,win,"KO/TKO

      

        Punch",1,0:49
UFC Fight Night: Andrade vs. Blanchfield,AJ Fletcher,Themba Gorimbo,Welterweight,win,"SUB

      

        Guillotine Choke",2,1:37
UFC Fight Night: Andrade vs. Blanchfield,Clayton Carpenter,Juancamilo Ronderos,Flyweight,win,"SUB

      

        Rear Naked Choke",1,3:13
UFC 284: Makhachev vs. Volkanovski,Islam Makhachev,Alexander Volkanovski,Lightweight,win,U-DEC,5,5:00
UFC 284: Makhachev vs. Volkanovski,Yair Rodriguez,Josh Emmett,Featherweight,win,"SUB

      

        Triangle Choke",2,4:19
UFC 284: Makhachev vs. Volkanovski,Jack Della Maddalena,Randy Brown,Welterweight,win,"SUB

      

        Rear Naked Choke",1,2:13
UFC 284: Makhachev vs. Volkanovski,Justin Tafa,Parker Porter,Heavyweight,win,"KO/TKO

      

        Punch",1,1:06
UFC 284: Makhachev vs. Volkanovski,Jimmy Crute,Alonzo Menifield,Light Heavyweight,"draw


draw",M-DEC,3,5:00
UFC 284: Makhachev vs. Volkanovski,Modestas Bukauskas,Tyson Pedro,Light Heavyweight,win,U-DEC,3,5:00
UFC 284: Makhachev vs. Volkanovski,Josh Culibao,Melsik Baghdasaryan,Featherweight,win,"SUB

      

        Rear Naked Choke",2,2:02
UFC 284: Makhachev vs. Volkanovski,Kleydson Rodrigues,Shannon Ross,Flyweight,win,"KO/TKO

      

        Punches",1,0:59
UFC 284: Makhachev vs. Volkanovski,Jamie Mullarkey,Francisco Prado,Lightweight,win,U-DEC,3,5:00
UFC 284: Makhachev vs. Volkanovski,Jack Jenkins,Don Shainis,Featherweight,win,U-DEC,3,5:00
UFC 284: Makhachev vs. Volkanovski,Loma Lookboonmee,Elise Reed,Women's Strawweight,win,"SUB

      

        Rear Naked Choke",2,0:44
UFC 284: Makhachev vs. Volkanovski,Blake Bilder,Shane Young,Featherweight,win,U-DEC,3,5:00
UFC 284: Makhachev vs. Volkanovski,Elves Brener,Zubaira Tukhugov,Lightweight,win,S-DEC,3,5:00
UFC Fight Night: Lewis vs. Spivac,Serghei Spivac,Derrick Lewis,Heavyweight,win,"SUB

      

        Arm Triangle",1,3:05
UFC Fight Night: Lewis vs. Spivac,Devin Clark,Da Woon Jung,Light Heavyweight,win,U-DEC,3,5:00
UFC Fight Night: Lewis vs. Spivac,Marcin Tybura,Blagoy Ivanov,Heavyweight,win,U-DEC,3,5:00
UFC Fight Night: Lewis vs. Spivac,Dooho Choi,Kyle Nelson,Featherweight,"draw


draw",M-DEC,3,5:00
UFC Fight Night: Lewis vs. Spivac,Adam Fugitt,Yusaku Kinoshita,Welterweight,win,"KO/TKO

      

        Elbows",1,4:36
UFC Fight Night: Lewis vs. Spivac,Anshul Jubli,Jeka Saragih,Lightweight,win,"KO/TKO

      

        Elbows",2,3:44
UFC Fight Night: Lewis vs. Spivac,JeongYeong Lee,Yizha,Featherweight,win,S-DEC,3,5:00
UFC Fight Night: Lewis vs. Spivac,Rinya Nakamura,Toshiomi Kazama,Bantamweight,win,"KO/TKO

      

        Punch",1,0:33
UFC Fight Night: Lewis vs. Spivac,HyunSung Park,SeungGuk Choi,Flyweight,win,"SUB

      

        Rear Naked Choke",3,3:11
UFC Fight Night: Lewis vs. Spivac,JunYong Park,Denis Tiuliulin,Middleweight,win,"SUB

      

        Rear Naked Choke",1,4:05
UFC Fight Night: Lewis vs. Spivac,Tatsuro Taira,Jesus Aguilar,Flyweight,win,"SUB

      

        Triangle Armbar",1,4:20
UFC 283: Teixeira vs. Hill,Jamahal Hill,Glover Teixeira,Light Heavyweight,win,U-DEC,5,5:00
UFC 283: Teixeira vs. Hill,Brandon Moreno,Deiveson Figueiredo,Flyweight,win,KO/TKO,3,5:00
UFC 283: Teixeira vs. Hill,Gilbert Burns,Neil Magny,Welterweight,win,"SUB

      

        Arm Triangle",1,4:15
UFC 283: Teixeira vs. Hill,Jessica Andrade,Lauren Murphy,Women's Flyweight,win,U-DEC,3,5:00
UFC 283: Teixeira vs. Hill,Johnny Walker,Paul Craig,Light Heavyweight,win,"KO/TKO

      

        Punches",1,2:16
UFC 283: Teixeira vs. Hill,Ihor Potieria,Mauricio Rua,Light Heavyweight,win,"KO/TKO

      

        Punches",1,4:05
UFC 283: Teixeira vs. Hill,Brunno Ferreira,Gregory Rodrigues,Middleweight,win,"KO/TKO

      

        Punch",1,4:13
UFC 283: Teixeira vs. Hill,Thiago Moises,Melquizael Costa,Lightweight,win,"SUB

      

        Rear Naked Choke",2,4:05
UFC 283: Teixeira vs. Hill,Gabriel Bonfim,Mounir Lazzez,Welterweight,win,"SUB

      

        Guillotine Choke",1,0:49
UFC 283: Teixeira vs. Hill,Jailton Almeida,Shamil Abdurakhimov,Heavyweight,win,"KO/TKO

      

        Punches",2,2:56
UFC 283: Teixeira vs. Hill,Cody Stamann,Luan Lacerda,Bantamweight,win,U-DEC,3,5:00
UFC 283: Teixeira vs. Hill,Ismael Bonfim,Terrance McKinney,Lightweight,win,"KO/TKO

      

        Flying Knee",2,2:17
UFC 283: Teixeira vs. Hill,Nicolas Dalby,Warlley Alves,Welterweight,win,S-DEC,3,5:00
UFC 283: Teixeira vs. Hill,Josiane Nunes,Zarah Fairn,Women's Featherweight,win,U-DEC,3,5:00
UFC 283: Teixeira vs. Hill,Daniel Marcos,Saimon Oliveira,Bantamweight,win,"KO/TKO

      

        Knees",2,2:18
UFC Fight Night: Strickland vs. Imavov,Sean Strickland,Nassourdine Imavov,Light Heavyweight,win,U-DEC,5,5:00
UFC Fight Night: Strickland vs. Imavov,Dan Ige,Damon Jackson,Featherweight,win,"KO/TKO

      

        Punch",2,4:13
UFC Fight Night: Strickland vs. Imavov,Roman Kopylov,Punahele Soriano,Middleweight,win,"KO/TKO

      

        Kick",2,3:19
UFC Fight Night: Strickland vs. Imavov,Raquel Pennington,Ketlen Vieira,Women's Bantamweight,win,S-DEC,3,5:00
UFC Fight Night: Strickland vs. Imavov,Umar Nurmagomedov,Raoni Barcelos,Bantamweight,win,"KO/TKO

      

        Punch",1,4:40
UFC Fight Night: Strickland vs. Imavov,Javid Basharat,Mateus Mendonca,Bantamweight,win,U-DEC,3,5:00
UFC Fight Night: Strickland vs. Imavov,Abdul Razak Alhassan,Claudio Ribeiro,Middleweight,win,"KO/TKO

      

        Punches",2,0:28
UFC Fight Night: Strickland vs. Imavov,Mateusz Rebecki,Nick Fiore,Lightweight,win,U-DEC,3,5:00
UFC Fight Night: Strickland vs. Imavov,Allan Nascimento,Carlos Hernandez,Flyweight,win,"SUB

      

        Rear Naked Choke",1,3:16
